Date,VIX_INDIA
2020-09-02,23874.2734375
2020-09-03,23530.576171875
2020-09-04,23011.232421875
2020-09-07,22944.783203125
2020-09-08,22744.13671875
2020-09-09,22266.740234375
2020-09-10,22465.9375
2020-09-11,22479.6875
2020-09-14,22100.9921875
2020-09-15,22465.388671875
2020-09-16,22573.2890625
2020-09-17,22320.08984375
2020-09-18,22030.794921875
2020-09-21,21366.552734375
2020-09-22,21138.853515625
2020-09-23,21178.25390625
2020-09-24,20456.611328125
2020-09-25,20982.10546875
2020-09-28,21665.248046875
2020-09-29,21411.052734375
2020-09-30,21451.55078125
2020-10-01,22245.7421875
2020-10-05,22370.689453125
2020-10-06,22853.43359375
2020-10-07,22964.533203125
2020-10-08,23191.080078125
2020-10-09,23846.5234375
2020-10-12,23712.525390625
2020-10-13,23491.92578125
2020-10-14,23874.373046875
2020-10-15,23072.1328125
2020-10-16,23532.9765625
2020-10-19,24266.46875
2020-10-20,24311.517578125
2020-10-21,24634.763671875
2020-10-22,24483.865234375
2020-10-23,24478.015625
2020-10-26,24075.169921875
2020-10-27,24769.212890625
2020-10-28,24232.21875
2020-10-29,24091.720703125
2020-10-30,23900.623046875
2020-11-02,24892.2109375
2020-11-03,25682.501953125
2020-11-04,25771.30078125
2020-11-05,26312.79296875
2020-11-06,26798.638671875
2020-11-09,27533.779296875
2020-11-10,28605.66796875
2020-11-11,28844.6640625
2020-11-12,28278.47265625
2020-11-13,28465.369140625
2020-11-17,29180.9609375
2020-11-18,29749.50390625
2020-11-19,28902.71484375
2020-11-20,29235.66015625
2020-11-23,29023.861328125
2020-11-24,29736.904296875
2020-11-25,29196.060546875
2020-11-26,29549.40625
2020-11-27,29608.70703125
2020-12-01,29817.50390625
2020-12-02,29462.80859375
2020-12-03,29448.408203125
2020-12-04,30052.05078125
2020-12-07,30211.19921875
2020-12-08,30261.548828125
2020-12-09,30709.04296875
2020-12-10,30509.994140625
2020-12-11,30604.494140625
2020-12-14,30745.54296875
2020-12-15,30690.693359375
2020-12-16,30698.04296875
2020-12-17,30846.69140625
2020-12-18,30714.29296875
2020-12-21,29456.107421875
2020-12-22,29625.60546875
2020-12-23,29882.953125
2020-12-24,30401.845703125
2020-12-28,30880.58984375
2020-12-29,31322.13671875
2020-12-30,31302.6875
2020-12-31,31263.6875
2021-01-01,31225.486328125
2021-01-04,31212.0859375
2021-01-05,31721.880859375
2021-01-06,31797.53125
2021-01-07,31955.62890625
2021-01-08,32083.826171875
2021-01-11,31998.529296875
2021-01-12,32338.625
2021-01-13,32574.271484375
2021-01-14,32519.37109375
2021-01-15,32246.42578125
2021-01-18,31811.380859375
2021-01-19,32424.47265625
2021-01-20,32543.3203125
2021-01-21,32186.525390625
2021-01-22,31166.888671875
2021-01-25,31198.037109375
2021-01-27,30284.19921875
2021-01-28,30357.947265625
2021-01-29,30565.14453125
2021-02-01,33088.66796875
2021-02-02,34267.5
2021-02-03,34758.046875
2021-02-04,35344.390625
2021-02-05,35654.0859375
2021-02-08,35983.23046875
2021-02-09,36056.08203125
2021-02-10,35782.6875
2021-02-11,35751.6875
2021-02-12,36108.48046875
2021-02-15,37305.81640625
2021-02-16,37097.96875
2021-02-17,36910.51953125
2021-02-18,36586.57421875
2021-02-19,35841.18359375
2021-02-22,35256.7890625
2021-02-23,35116.54296875
2021-02-24,36451.87890625
2021-02-25,36548.57421875
2021-02-26,34803.1953125
2021-03-01,35295.58984375
2021-03-02,35419.2890625
2021-03-03,36367.62890625
2021-03-04,35802.08203125
2021-03-05,35227.73828125
2021-03-08,35275.33984375
2021-03-09,35865.23046875
2021-03-10,35937.8828125
2021-03-12,35496.234375
2021-03-15,35182.140625
2021-03-16,34804.1953125
2021-03-17,34228.8515625
2021-03-18,33856.40625
2021-03-19,34161.203125
2021-03-22,33603.05859375
2021-03-23,34184.0
2021-03-24,33292.86328125
2021-03-25,33006.06640625
2021-03-26,33317.8125
2021-03-30,33874.70703125
2021-03-31,33303.51171875
2021-04-01,33857.60546875
2021-04-05,32678.470703125
2021-04-06,32500.97265625
2021-04-07,32990.81640625
2021-04-08,32782.46875
2021-04-09,32447.673828125
2021-04-12,30791.642578125
2021-04-13,31771.23046875
2021-04-15,32112.4765625
2021-04-16,31977.078125
2021-04-19,31208.037109375
2021-04-20,31112.337890625
2021-04-22,31782.23046875
2021-04-23,31721.931640625
2021-04-26,32274.775390625
2021-04-27,32734.96875
2021-04-28,33722.41015625
2021-04-29,33714.109375
2021-04-30,32781.41796875
2021-05-03,32465.373046875
2021-05-04,32269.974609375
2021-05-05,32783.31640625
2021-05-06,32827.41796875
2021-05-07,32904.1171875
2021-05-10,33142.01171875
2021-05-11,32871.81640625
2021-05-12,32451.923828125
2021-05-14,32169.177734375
2021-05-17,33458.859375
2021-05-18,33922.00390625
2021-05-19,33684.80859375
2021-05-20,33334.1640625
2021-05-21,34606.49609375
2021-05-24,34943.1953125
2021-05-25,34661.59765625
2021-05-26,34683.796875
2021-05-27,35094.64453125
2021-05-28,35141.0390625
2021-05-31,35526.234375
2021-06-01,35336.7890625
2021-06-02,35373.33984375
2021-06-03,35648.5859375
2021-06-04,35291.23828125
2021-06-07,35443.23828125
2021-06-08,35084.89453125
2021-06-09,34800.09375
2021-06-10,35130.7890625
2021-06-11,35046.9921875
2021-06-14,34950.1953125
2021-06-15,35247.33984375
2021-06-16,35003.09375
2021-06-17,34604.99609375
2021-06-18,34557.59765625
2021-06-21,34870.89453125
2021-06-22,34744.59765625
2021-06-23,34573.59765625
2021-06-24,34826.59375
2021-06-25,35364.23828125
2021-06-28,35359.0390625
2021-06-29,35009.89453125
2021-06-30,34771.796875
2021-07-01,34683.59765625
2021-07-02,34809.4921875
2021-07-05,35211.58984375
2021-07-06,35578.734375
2021-07-07,35770.88671875
2021-07-08,35273.69140625
2021-07-09,35071.54296875
2021-07-12,35198.48828125
2021-07-13,35672.984375
2021-07-14,35667.8359375
2021-07-15,35907.23046875
2021-07-16,35751.38671875
2021-07-19,35078.79296875
2021-07-20,34415.05078125
2021-07-22,34676.8984375
2021-07-23,35033.9921875
2021-07-26,34949.29296875
2021-07-27,34797.04296875
2021-07-28,34532.49609375
2021-07-29,34691.09765625
2021-07-30,34583.94921875
2021-08-02,34709.59765625
2021-08-03,35207.0390625
2021-08-04,36027.6328125
2021-08-05,35834.33203125
2021-08-06,35808.83203125
2021-08-09,36028.53125
2021-08-10,36033.68359375
2021-08-11,35805.98046875
2021-08-12,35936.6328125
2021-08-13,36168.9296875
2021-08-16,36094.08203125
2021-08-17,35867.03125
2021-08-18,35554.0859375
2021-08-20,35033.4453125
2021-08-23,35123.98828125
2021-08-24,35711.6875
2021-08-25,35585.8359375
2021-08-26,35617.13671875
2021-08-27,35627.38671875
2021-08-30,36347.2265625
2021-08-31,36424.1796875
2021-09-01,36573.875
2021-09-02,36830.87109375
2021-09-03,36760.72265625
2021-09-06,36591.92578125
2021-09-07,36468.375
2021-09-08,36767.7734375
2021-09-09,36682.7734375
2021-09-13,36471.375
2021-09-14,36612.625
2021-09-15,36851.8203125
2021-09-16,37668.1640625
2021-09-17,37811.5078125
2021-09-20,37145.265625
2021-09-21,37235.41796875
2021-09-22,36944.21875
2021-09-23,37771.26171875
2021-09-24,37829.859375
2021-09-27,38170.8046875
2021-09-28,37944.55859375
2021-09-29,37742.5625
2021-09-30,37424.66796875
2021-10-01,37225.46484375
2021-10-04,37579.2109375
2021-10-05,37740.5625
2021-10-06,37521.11328125
2021-10-07,37752.76171875
2021-10-08,37774.8125
2021-10-11,38293.35546875
2021-10-12,38521.05078125
2021-10-13,38635.30078125
2021-10-14,39340.44140625
2021-10-18,39684.33984375
2021-10-19,39540.0390625
2021-10-20,39517.73828125
2021-10-21,40029.734375
2021-10-22,40323.1796875
2021-10-25,41191.91796875
2021-10-26,41237.8203125
2021-10-27,40873.875
2021-10-28,39508.48828125
2021-10-29,39115.1484375
2021-11-01,39763.2890625
2021-11-02,39937.984375
2021-11-03,39401.59375
2021-11-04,39573.23828125
2021-11-08,39437.79296875
2021-11-09,39368.34375
2021-11-10,39022.796875
2021-11-11,38559.75
2021-11-12,38732.90234375
2021-11-15,38701.90234375
2021-11-16,38306.65625
2021-11-17,38041.109375
2021-11-18,37975.80859375
2021-11-22,37128.37109375
2021-11-23,37272.3671875
2021-11-24,37441.515625
2021-11-25,37364.31640625
2021-11-26,36025.08203125
2021-11-29,35976.03125
2021-11-30,35694.88671875
2021-12-01,36364.4765625
2021-12-02,36507.82421875
2021-12-03,36196.7265625
2021-12-06,35735.484375
2021-12-07,36617.97265625
2021-12-08,37284.265625
2021-12-09,37082.01953125
2021-12-10,37105.21875
2021-12-13,36924.8203125
2021-12-14,36893.51953125
2021-12-15,36789.125
2021-12-16,36548.22265625
2021-12-17,35618.234375
2021-12-20,34439.453125
2021-12-21,34607.44921875
2021-12-22,35029.09375
2021-12-23,35190.73828125
2021-12-24,34856.64453125
2021-12-27,35057.4921875
2021-12-28,35183.390625
2021-12-29,35044.9921875
2021-12-30,35063.1953125
2021-12-31,35481.28515625
2022-01-03,36421.4765625
2022-01-04,36839.71875
2022-01-05,37695.4609375
2022-01-06,37489.8125
2022-01-07,37739.1640625
2022-01-10,38347.453125
2022-01-11,38441.75390625
2022-01-12,38727.1015625
2022-01-13,38469.50390625
2022-01-14,38369.953125
2022-01-17,38215.703125
2022-01-18,38209.85546875
2022-01-19,38040.91015625
2022-01-20,37850.41015625
2022-01-21,37573.86328125
2022-01-24,36947.12109375
2022-01-25,37706.3125
2022-01-27,37981.66015625
2022-01-28,37688.9609375
2022-01-31,37974.91015625
2022-02-01,38505.05078125
2022-02-02,39330.04296875
2022-02-03,39009.546875
2022-02-04,38788.90234375
2022-02-07,37995.0078125
2022-02-08,38028.0078125
2022-02-09,38609.80078125
2022-02-10,39010.49609375
2022-02-11,38516.80078125
2022-02-14,36908.12109375
2022-02-15,38169.65625
2022-02-16,37953.359375
2022-02-17,37531.2109375
2022-02-18,37598.7109375
2022-02-21,37685.1640625
2022-02-22,37371.21484375
2022-02-23,37391.6171875
2022-02-24,35227.69140625
2022-02-25,36430.328125
2022-02-28,36204.87890625
2022-03-02,35372.390625
2022-03-03,34943.89453125
2022-03-04,34407.40234375
2022-03-07,32870.8671875
2022-03-08,33157.71484375
2022-03-09,33815.0546875
2022-03-10,34475.19921875
2022-03-11,34545.84765625
2022-03-14,35311.73828125
2022-03-15,35022.2421875
2022-03-16,35747.8359375
2022-03-17,36428.12890625
2022-03-21,36018.08203125
2022-03-22,36348.12890625
2022-03-23,36146.9296875
2022-03-24,35526.6875
2022-03-25,35409.69140625
2022-03-28,35710.0859375
2022-03-29,35846.98046875
2022-03-30,36333.87890625
2022-03-31,36373.1796875
2022-04-01,37148.06640625
2022-04-04,38634.75
2022-04-05,38067.45703125
2022-04-06,37632.36328125
2022-04-07,37556.9140625
2022-04-08,37751.61328125
2022-04-11,37613.36328125
2022-04-12,37746.9609375
2022-04-13,37462.96484375
2022-04-18,36728.57421875
2022-04-19,36341.1796875
2022-04-20,36314.4765625
2022-04-21,36815.671875
2022-04-22,36044.33203125
2022-04-25,36081.93359375
2022-04-26,36404.37890625
2022-04-27,36028.43359375
2022-04-28,36421.77734375
2022-04-29,36087.73046875
2022-05-02,36163.328125
2022-05-04,35264.140625
2022-05-05,35232.44140625
2022-05-06,34590.796875
2022-05-09,34275.0
2022-05-10,34482.24609375
2022-05-11,34692.74609375
2022-05-12,33531.7578125
2022-05-13,33120.96484375
2022-05-16,33597.2109375
2022-05-17,34301.5
2022-05-18,34163.30078125
2022-05-19,33315.26171875
2022-05-20,34276.0
2022-05-23,34247.203125
2022-05-24,34289.75
2022-05-25,34339.1015625
2022-05-26,35094.4921875
2022-05-27,35612.88671875
2022-05-30,35826.53125
2022-05-31,35486.984375
2022-06-01,35620.38671875
2022-06-02,35613.234375
2022-06-03,35274.640625
2022-06-06,35309.7890625
2022-06-07,34995.59375
2022-06-08,34945.7421875
2022-06-09,35085.04296875
2022-06-10,34483.3984375
2022-06-13,33405.46484375
2022-06-14,33310.96484375
2022-06-15,33338.61328125
2022-06-16,32616.720703125
2022-06-17,32742.669921875
2022-06-20,32684.419921875
2022-06-21,33191.36328125
2022-06-22,32844.91796875
2022-06-23,33134.61328125
2022-06-24,33627.05859375
2022-06-27,33810.85546875
2022-06-28,33642.05859375
2022-06-29,33269.51171875
2022-06-30,33424.71484375
2022-07-01,33539.05859375
2022-07-04,33940.50390625
2022-07-05,33815.50390625
2022-07-06,34323.8515625
2022-07-07,34919.89453125
2022-07-08,35123.640625
2022-07-11,35469.234375
2022-07-12,35131.83984375
2022-07-13,34827.39453125
2022-07-14,34650.796875
2022-07-15,34682.24609375
2022-07-18,35358.2890625
2022-07-19,35719.9375
2022-07-20,35971.68359375
2022-07-21,36200.578125
2022-07-22,36738.5234375
2022-07-25,36725.97265625
2022-07-26,36408.078125
2022-07-27,36783.32421875
2022-07-28,37377.71484375
2022-07-29,37490.9609375
2022-08-01,37902.7578125
2022-08-02,38023.55859375
2022-08-03,37988.80859375
2022-08-04,37755.11328125
2022-08-05,37920.16015625
2022-08-08,38236.953125
2022-08-10,38287.40625
2022-08-11,38879.3984375
2022-08-12,39041.84765625
2022-08-16,39239.19140625
2022-08-17,39461.2421875
2022-08-18,39655.6875
2022-08-19,38985.49609375
2022-08-22,38297.3046875
2022-08-23,38697.19921875
2022-08-24,39038.046875
2022-08-25,38950.296875
2022-08-26,38986.6953125
2022-08-29,38276.25390625
2022-08-30,39536.2890625
2022-09-01,39300.79296875
2022-09-02,39420.54296875
2022-09-05,39805.2890625
2022-09-06,39666.0390625
2022-09-07,39455.44140625
2022-09-08,40208.48046875
2022-09-09,40415.23046875
2022-09-12,40573.52734375
2022-09-13,40872.625
2022-09-14,41404.91796875
2022-09-15,41208.71875
2022-09-16,40776.328125
2022-09-19,40903.921875
2022-09-20,41467.8203125
2022-09-21,41202.96875
2022-09-22,40630.12890625
2022-09-23,39545.7890625
2022-09-26,38615.80078125
2022-09-27,38358.703125
2022-09-28,37759.4140625
2022-09-29,37647.3125
2022-09-30,38631.5
2022-10-03,38029.20703125
2022-10-04,39109.59765625
2022-10-06,39282.39453125
2022-10-07,39177.59375
2022-10-10,39092.6484375
2022-10-11,38712.0
2022-10-12,39118.09765625
2022-10-13,38623.55078125
2022-10-14,39305.14453125
2022-10-17,39919.984375
2022-10-18,40318.28125
2022-10-19,40372.73046875
2022-10-20,40099.0859375
2022-10-21,40783.578125
2022-10-24,41304.41796875
2022-10-25,41122.2734375
2022-10-27,41298.8203125
2022-10-28,40990.375
2022-10-31,41307.41796875
2022-11-01,41289.0703125
2022-11-02,41146.171875
2022-11-03,41297.87109375
2022-11-04,41257.96875
2022-11-07,41686.21484375
2022-11-09,41782.71484375
2022-11-10,41603.265625
2022-11-11,42136.5625
2022-11-14,42076.26171875
2022-11-15,42372.20703125
2022-11-16,42534.8046875
2022-11-17,42457.55859375
2022-11-18,42436.95703125
2022-11-21,42346.05859375
2022-11-22,42456.55859375
2022-11-23,42728.60546875
2022-11-24,43074.8984375
2022-11-25,42983.44921875
2022-11-28,43019.94921875
2022-11-29,43052.94921875
2022-11-30,43230.49609375
2022-12-01,43260.14453125
2022-12-02,43103.25
2022-12-05,43332.4453125
2022-12-06,43138.05078125
2022-12-07,43098.19921875
2022-12-08,43596.34375
2022-12-09,43632.94140625
2022-12-12,43708.2421875
2022-12-13,43946.0390625
2022-12-14,44048.58984375
2022-12-15,43497.6953125
2022-12-16,43218.99609375
2022-12-19,43413.24609375
2022-12-20,43358.99609375
2022-12-21,42617.453125
2022-12-22,42408.30859375
2022-12-23,41667.56640625
2022-12-26,42629.65234375
2022-12-27,42859.0
2022-12-28,42827.203125
2022-12-29,43251.84765625
2022-12-30,42985.94921875
2023-01-02,43203.1015625
2023-01-03,43425.25
2023-01-04,42958.80078125
2023-01-05,42608.69921875
2023-01-06,42188.80078125
2023-01-09,42582.75
2023-01-10,42014.75
2023-01-11,42232.69921875
2023-01-12,42082.25
2023-01-13,42371.25
2023-01-16,42167.55078125
2023-01-17,42235.05078125
2023-01-18,42458.0
2023-01-19,42328.8515625
2023-01-20,42506.80078125
2023-01-23,42821.25
2023-01-24,42733.44921875
2023-01-25,41647.6484375
2023-01-27,40345.30078125
2023-01-30,40387.44921875
2023-01-31,40655.05078125
2023-02-01,40513.0
2023-02-02,40669.30078125
2023-02-03,41499.69921875
2023-02-06,41374.6484375
2023-02-07,41490.94921875
2023-02-08,41537.6484375
2023-02-09,41554.30078125
2023-02-10,41559.3984375
2023-02-13,41282.19921875
2023-02-14,41648.3515625
2023-02-15,41731.05078125
2023-02-16,41631.3515625
2023-02-17,41131.75
2023-02-20,40701.69921875
2023-02-21,40673.6015625
2023-02-22,39995.8984375
2023-02-23,40001.55078125
2023-02-24,39909.3984375
2023-02-27,40307.1015625
2023-02-28,40269.05078125
2023-03-01,40698.1484375
2023-03-02,40389.80078125
2023-03-03,41251.3515625
2023-03-06,41350.3984375
2023-03-08,41577.1015625
2023-03-09,41256.75
2023-03-10,40485.44921875
2023-03-13,39564.69921875
2023-03-14,39411.3984375
2023-03-15,39051.5
2023-03-16,39132.6015625
2023-03-17,39598.1015625
2023-03-20,39361.94921875
2023-03-21,39894.69921875
2023-03-22,39999.05078125
2023-03-23,39616.8984375
2023-03-24,39395.3515625
2023-03-27,39431.30078125
2023-03-28,39567.8984375
2023-03-29,39910.1484375
2023-03-31,40608.6484375
2023-04-03,40813.05078125
2023-04-05,40999.1484375
2023-04-06,41041.0
2023-04-10,40834.6484375
2023-04-11,41366.5
2023-04-12,41557.94921875
2023-04-13,42132.55078125
2023-04-17,42262.55078125
2023-04-18,42265.19921875
2023-04-19,42154.0
2023-04-20,42269.5
2023-04-21,42118.0
2023-04-24,42635.75
2023-04-25,42678.5
2023-04-26,42829.8984375
2023-04-27,43000.8515625
2023-04-28,43233.8984375
2023-05-02,43352.1015625
2023-05-03,43312.69921875
2023-05-04,43685.44921875
2023-05-05,42661.19921875
2023-05-08,43284.0
2023-05-09,43198.1484375
2023-05-10,43331.05078125
2023-05-11,43475.30078125
2023-05-12,43793.55078125
2023-05-15,44072.1015625
2023-05-16,43903.69921875
2023-05-17,43698.69921875
2023-05-18,43752.30078125
2023-05-19,43969.3984375
2023-05-22,43885.1015625
2023-05-23,43954.44921875
2023-05-24,43677.8515625
2023-05-25,43681.3984375
2023-05-26,44018.0
2023-05-29,44311.8984375
2023-05-30,44436.3515625
2023-05-31,44128.1484375
2023-06-01,43790.19921875
2023-06-02,43937.8515625
2023-06-05,44101.6484375
2023-06-06,44164.55078125
2023-06-07,44275.30078125
2023-06-08,43995.25
2023-06-09,43989.0
2023-06-12,43944.19921875
2023-06-13,44079.8515625
2023-06-14,43988.0
2023-06-15,43443.6015625
2023-06-16,43938.1484375
2023-06-19,43633.75
2023-06-20,43766.5
2023-06-21,43859.19921875
2023-06-22,43724.8515625
2023-06-23,43622.8984375
2023-06-26,43641.05078125
2023-06-27,44121.5
2023-06-28,44327.80078125
2023-06-30,44747.3515625
2023-07-03,45158.1015625
2023-07-04,45301.44921875
2023-07-05,45151.80078125
2023-07-06,45339.8984375
2023-07-07,44925.0
2023-07-10,44860.8515625
2023-07-11,44745.05078125
2023-07-12,44639.44921875
2023-07-13,44665.05078125
2023-07-14,44819.30078125
2023-07-17,45449.75
2023-07-18,45410.8515625
2023-07-19,45669.30078125
2023-07-20,46186.8984375
2023-07-21,46075.19921875
2023-07-24,45923.05078125
2023-07-25,45845.0
2023-07-26,46062.3515625
2023-07-27,45679.30078125
2023-07-28,45468.1015625
2023-07-31,45651.1015625
2023-08-01,45592.5
2023-08-02,44995.69921875
2023-08-03,44513.44921875
2023-08-04,44879.5
2023-08-07,44837.5
2023-08-08,44964.44921875
2023-08-09,44880.69921875
2023-08-10,44541.80078125
2023-08-11,44199.1015625
2023-08-14,44090.94921875
2023-08-16,43946.3984375
2023-08-17,43891.3515625
2023-08-18,43851.05078125
2023-08-21,44002.0
2023-08-22,43993.25
2023-08-23,44479.05078125
2023-08-24,44496.19921875
2023-08-25,44231.44921875
2023-08-28,44494.6484375
2023-08-29,44495.25
2023-08-30,44232.6015625
2023-08-31,43989.1484375
2023-09-01,44436.1015625
2023-09-04,44578.30078125
2023-09-05,44532.1484375
2023-09-06,44409.1015625
2023-09-07,44878.3515625
2023-09-08,45156.3984375
2023-09-11,45570.69921875
2023-09-12,45511.3515625
2023-09-13,45909.44921875
2023-09-14,46000.8515625
2023-09-15,46231.5
2023-09-18,45979.8515625
2023-09-20,45384.6015625
2023-09-21,44623.8515625
2023-09-22,44612.05078125
2023-09-25,44766.1015625
2023-09-26,44624.19921875
2023-09-27,44588.30078125
2023-09-28,44300.94921875
2023-09-29,44584.55078125
2023-10-03,44399.05078125
2023-10-04,43964.05078125
2023-10-05,44213.3515625
2023-10-06,44360.6015625
2023-10-09,43886.5
2023-10-10,44360.1484375
2023-10-11,44516.8984375
2023-10-12,44599.19921875
2023-10-13,44287.94921875
2023-10-16,44225.8984375
2023-10-17,44409.5
2023-10-18,43888.69921875
2023-10-19,43754.5
2023-10-20,43723.05078125
2023-10-23,43151.19921875
2023-10-25,42832.0
2023-10-26,42280.1484375
2023-10-27,42782.0
2023-10-30,43039.1484375
2023-10-31,42845.94921875
2023-11-01,42700.94921875
2023-11-02,43017.19921875
2023-11-03,43318.25
2023-11-06,43619.3984375
2023-11-07,43737.8984375
2023-11-08,43658.6484375
2023-11-09,43683.6015625
2023-11-10,43820.1015625
2023-11-13,43891.25
2023-11-15,44201.69921875
2023-11-16,44161.55078125
2023-11-17,43583.94921875
2023-11-20,43584.94921875
2023-11-21,43689.1484375
2023-11-22,43449.6015625
2023-11-23,43577.5
2023-11-24,43769.1015625
2023-11-28,43880.94921875
2023-11-29,44566.44921875
2023-11-30,44481.75
2023-12-01,44814.19921875
2023-12-04,46431.3984375
2023-12-05,47012.25
2023-12-06,46834.55078125
2023-12-07,46841.3984375
2023-12-08,47262.0
2023-12-11,47314.25
2023-12-12,47097.55078125
2023-12-13,47092.25
2023-12-14,47732.30078125
2023-12-15,48143.55078125
2023-12-18,47867.69921875
2023-12-19,47870.8984375
2023-12-20,47445.30078125
2023-12-21,47840.1484375
2023-12-22,47491.8515625
2023-12-26,47724.8515625
2023-12-27,48282.19921875
2023-12-28,48508.55078125
2023-12-29,48292.25
2024-01-01,48234.30078125
2024-01-02,47761.6484375
2024-01-03,47704.94921875
2024-01-04,48195.8515625
2024-01-05,48159.0
2024-01-08,47450.25
2024-01-09,47242.6484375
2024-01-10,47360.8515625
2024-01-11,47438.3515625
2024-01-12,47709.80078125
2024-01-15,48158.30078125
2024-01-16,48125.1015625
2024-01-17,46064.44921875
2024-01-18,45713.55078125
2024-01-19,45701.1484375
2024-01-23,45015.05078125
2024-01-24,45082.3984375
2024-01-25,44866.1484375
2024-01-29,45442.3515625
2024-01-30,45367.75
2024-01-31,45996.80078125
2024-02-01,46188.6484375
2024-02-02,45970.94921875
2024-02-05,45825.55078125
2024-02-06,45690.80078125
2024-02-07,45818.5
2024-02-08,45012.0
