Date,RELIANCE_Sales +,RELIANCE_Expenses +,RELIANCE_Operating Profit,RELIANCE_OPM %,RELIANCE_Other Income +,RELIANCE_Interest,RELIANCE_Depreciation,RELIANCE_Profit before tax,RELIANCE_Tax %,RELIANCE_Net Profit +,RELIANCE_EPS in Rs,RELIANCE_Raw PDF,HDFCBANK_Revenue +,HDFCBANK_Interest,HDFCBANK_Expenses +,HDFCBANK_Financing Profit,HDFCBANK_Financing Margin %,HDFCBANK_Other Income +,HDFCBANK_Depreciation,HDFCBANK_Profit before tax,HDFCBANK_Tax %,HDFCBANK_Net Profit +,HDFCBANK_EPS in Rs,HDFCBANK_Gross NPA %,HDFCBANK_Net NPA %,HDFCBANK_Raw PDF,INFY_Sales +,INFY_Expenses +,INFY_Operating Profit,INFY_OPM %,INFY_Other Income +,INFY_Interest,INFY_Depreciation,INFY_Profit before tax,INFY_Tax %,INFY_Net Profit +,INFY_EPS in Rs,INFY_Raw PDF,MM_Sales +,MM_Expenses +,MM_Operating Profit,MM_OPM %,MM_Other Income +,MM_Interest,MM_Depreciation,MM_Profit before tax,MM_Tax %,MM_Net Profit +,MM_EPS in Rs,MM_Raw PDF,BHARTIARTL_Sales +,BHARTIARTL_Expenses +,BHARTIARTL_Operating Profit,BHARTIARTL_OPM %,BHARTIARTL_Other Income +,BHARTIARTL_Interest,BHARTIARTL_Depreciation,BHARTIARTL_Profit before tax,BHARTIARTL_Tax %,BHARTIARTL_Net Profit +,BHARTIARTL_EPS in Rs,BHARTIARTL_Raw PDF,HUL_Sales +,HUL_Expenses +,HUL_Operating Profit,HUL_OPM %,HUL_Other Income +,HUL_Interest,HUL_Depreciation,HUL_Profit before tax,HUL_Tax %,HUL_Net Profit +,HUL_EPS in Rs,HUL_Raw PDF
2025-02-28,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-03,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-04,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-05,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-06,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-07,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-10,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-11,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-12,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-13,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-14,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-17,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-18,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-19,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-20,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-21,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-24,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-25,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-26,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-27,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-28,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-03-31,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-01,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-02,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-03,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-04,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-07,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-08,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-09,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-10,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-11,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-14,239986.0,196197.0,43789.0,18.0,4214.0,6179.0,13181.0,28643.0,24.0,21930.0,13.7,,85040.0,46914.0,41307.0,-3181.0,-4.0,27154.0,0.0,23973.0,24.0,18340.0,11.54,,,,41764.0,31649.0,10115.0,24.0,859.0,101.0,1203.0,9670.0,29.0,6822.0,16.39,,41470.0,33239.0,8231.0,20.0,719.0,2362.0,1495.0,5092.0,29.0,3624.0,25.58,,45129.0,20533.0,24597.0,54.0,9675.0,5676.0,11704.0,16892.0,4.0,16135.0,25.95,,15556.0,11867.0,3689.0,24.0,733.0,109.0,318.0,3995.0,25.0,2989.0,12.7,
2025-04-15,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-16,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-17,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-18,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-21,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-22,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-23,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
2025-04-24,261388.0,217556.0,43832.0,17.0,4905.0,6155.0,13479.0,29103.0,23.0,22611.0,14.34,,86779.0,46986.0,47709.0,-7916.0,-9.0,33489.0,0.0,25573.0,25.0,19285.0,12.31,,,,40925.0,31051.0,9874.0,24.0,1190.0,102.0,1299.0,9663.0,27.0,7038.0,16.93,,42599.0,34688.0,7911.0,19.0,1141.0,2397.0,2029.0,4627.0,23.0,3542.0,26.5,,47876.0,20867.0,27009.0,56.0,403.0,5502.0,12326.0,9584.0,-30.0,12476.0,19.33,,15670.0,12052.0,3618.0,23.0,171.0,80.0,347.0,3362.0,26.0,2475.0,10.49,
